ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,stdDevAX,DeltaTime,Angle,Drift Per Min
13.165,-0.115,0.02,1.0203,0.0687,0.5878,0.5878,,0.02,1.8528108,
13.185,-0.1187,0.0183,1.0168,0.0916,0.5496,0.6489,,0.02,1.8546428,
13.205,-0.115,0.0178,1.0137,0.1527,0.6107,0.6565,,0.02,1.8576968,
13.225,-0.1152,0.0146,1.0205,0.2061,0.6718,0.6489,,0.02,1.8618188,
13.245,-0.1201,0.0164,1.0247,0.1374,0.6183,0.5802,,0.02,1.8645668,
13.265,-0.113,0.0144,1.0217,0.1756,0.6107,0.5496,,0.02,1.8680788,
13.285,-0.1218,0.0159,1.0183,0.2137,0.5573,0.6107,,0.02,1.8723528,
13.305,-0.1199,0.0144,1.0166,0.1603,0.6794,0.5878,,0.02,1.8755588,
13.325,-0.1174,0.0161,1.0261,0.1527,0.4122,0.5344,,0.02,1.8786128,
13.345,-0.1189,0.0154,1.0225,0.1603,0.5649,0.6412,,0.02,1.8818188,
13.365,-0.1165,0.0173,1.0222,0.0687,0.5267,0.5725,,0.02,1.8831928,
13.385,-0.1152,0.0183,1.0261,0.2137,0.5267,0.5878,,0.02,1.8874668,
13.405,-0.1182,0.0203,1.0283,0.1221,0.6031,0.5649,,0.02,1.8899088,
13.425,-0.1128,0.0161,1.0212,0.2061,0.5344,0.7099,,0.02,1.8940308,
13.445,-0.1157,0.0149,1.0183,0.1145,0.5802,0.5649,,0.02,1.8963208,
13.465,-0.1167,0.0144,1.0203,0.0763,0.6031,0.5496,,0.02,1.8978468,
13.485,-0.1167,0.0142,1.0293,0.2519,0.5649,0.5573,,0.02,1.9028848,
13.505,-0.1174,0.0129,1.0217,0.1832,0.6412,0.5878,,0.021,1.906732,
13.526,-0.1184,0.0129,1.0195,0.084,0.5573,0.6183,,0.019,1.908328,
13.545,-0.1169,0.0156,1.0208,0.0305,0.5573,0.626,,0.02,1.908938,
13.565,-0.1177,0.0144,1.0222,0.1069,0.6107,0.5649,,0.02,1.911076,
13.585,-0.115,0.0176,1.0222,0.1527,0.4733,0.6718,,0.02,1.91413,
13.605,-0.1152,0.0171,1.0198,0.0687,0.626,0.6489,,0.02,1.915504,
13.625,-0.1169,0.0171,1.0271,0.1985,0.5573,0.5038,,0.02,1.919474,
13.645,-0.1184,0.0129,1.0229,0.0916,0.6947,0.5878,,0.02,1.921306,
13.665,-0.1226,0.0156,1.0266,0.1832,0.6107,0.687,,0.02,1.92497,
13.685,-0.1189,0.0149,1.0195,0.2061,0.5496,0.6641,,0.02,1.929092,
13.705,-0.115,0.0154,1.0232,0.2366,0.4733,0.6489,,0.02,1.933824,
13.725,-0.1143,0.0168,1.0232,0.2595,0.4809,0.6412,,0.02,1.939014,
13.745,-0.1162,0.0181,1.012,0.145,0.5954,0.5573,,0.02,1.941914,
13.765,-0.1155,0.0164,1.0222,0.1679,0.6031,0.5649,,0.02,1.945272,
13.785,-0.1206,0.0137,1.0166,0.1908,0.5344,0.6794,,0.02,1.949088,
13.805,-0.116,0.0134,1.019,0.1756,0.6183,0.5573,,0.02,1.9526,
13.825,-0.1162,0.0151,1.0203,0.2595,0.5038,0.5878,,0.02,1.95779,
13.845,-0.116,0.0183,1.02,0.2137,0.626,0.626,,0.02,1.962064,
13.865,-0.1174,0.0176,1.0195,0.1832,0.6565,0.6031,,0.02,1.965728,
13.885,-0.1174,0.0159,1.0176,0.0916,0.5038,0.6412,,0.02,1.96756,
13.905,-0.1184,0.0154,1.02,0.1069,0.6412,0.5878,,0.02,1.969698,
13.925,-0.1116,0.0149,1.0217,0.1374,0.5115,0.542,,0.02,1.972446,
13.945,-0.1189,0.0161,1.0259,0.2137,0.6031,0.6565,,0.02,1.97672,
13.965,-0.1182,0.0156,1.0188,0.1832,0.5725,0.5725,,0.02,1.980384,
13.985,-0.1196,0.0161,1.0193,0.2137,0.5878,0.5725,,0.02,1.984658,
14.005,-0.1187,0.0139,1.0208,0.1374,0.5267,0.7176,,0.02,1.987406,
14.025,-0.1152,0.0156,1.0215,0.2061,0.5573,0.6107,,0.02,1.991528,
14.045,-0.1204,0.0156,1.0251,0.0763,0.5649,0.5725,,0.02,1.993054,
14.065,-0.1165,0.0137,1.0144,0.1298,0.5344,0.626,,0.02,1.99565,
14.085,-0.1187,0.0168,1.0168,0.0458,0.542,0.6412,,0.02,1.996566,
14.105,-0.1169,0.0125,1.0244,0.1374,0.5344,0.5725,,0.02,1.999314,
14.125,-0.1169,0.0144,1.0212,0.0992,0.6718,0.6565,,0.02,2.001298,
14.145,-0.1187,0.019,1.0237,0.1221,0.5115,0.6565,,0.021,2.0038621,
14.166,-0.1201,0.0134,1.0186,0.2214,0.4504,0.6107,,0.019,2.0080687,
14.185,-0.1184,0.0142,1.0205,0.1221,0.5878,0.6031,,0.02,2.0105107,
14.205,-0.1179,0.0142,1.0198,0.1221,0.458,0.6031,,0.02,2.0129527,
14.225,-0.1167,0.0164,1.0273,0.1908,0.4962,0.6031,,0.02,2.0167687,
14.245,-0.1174,0.0142,1.0229,0.1221,0.5038,0.5802,,0.02,2.0192107,
14.265,-0.1189,0.0149,1.02,0.0916,0.5115,0.6107,,0.02,2.0210427,
14.285,-0.1138,0.0146,1.0286,0.1679,0.5649,0.5878,,0.02,2.0244007,
14.305,-0.1152,0.0137,1.0195,0.2061,0.6183,0.5496,,0.02,2.0285227,
14.325,-0.1155,0.0127,1.0178,0.0992,0.5191,0.5878,,0.02,2.0305067,
14.345,-0.116,0.0127,1.0222,0.2824,0.5191,0.6947,,0.02,2.0361547,
14.365,-0.1169,0.0164,1.0269,0.1527,0.542,0.5954,,0.02,2.0392087,
14.385,-0.1155,0.0149,1.0295,0.145,0.5954,0.6336,,0.02,2.0421087,
14.405,-0.113,0.0134,1.0186,0.1756,0.6031,0.5954,,0.02,2.0456207,
14.425,-0.116,0.0142,1.0229,0.1985,0.4733,0.5649,,0.02,2.0495907,
14.445,-0.1174,0.0176,1.0232,0.2061,0.4962,0.5802,,0.02,2.0537127,
14.465,-0.1121,0.0181,1.0217,0.1756,0.4962,0.687,,0.02,2.0572247,
14.485,-0.1165,0.0173,1.0212,0.1069,0.542,0.6794,,0.02,2.0593627,
14.505,-0.1199,0.0203,1.022,0.1603,0.6718,0.6336,,0.02,2.0625687,
14.525,-0.116,0.0173,1.0168,0.1298,0.5115,0.5878,,0.02,2.0651647,
14.545,-0.1172,0.0161,1.0222,0.0992,0.5496,0.5725,,0.02,2.0671487,
14.565,-0.1196,0.0154,1.02,0.1374,0.6718,0.626,,0.02,2.0698967,
14.585,-0.1211,0.0151,1.0193,0.1985,0.6031,0.542,,0.02,2.0738667,
14.605,-0.1199,0.0164,1.019,0.145,0.542,0.5878,,0.02,2.0767667,
14.625,-0.115,0.0142,1.0195,0.2061,0.4885,0.542,,0.02,2.0808887,
14.645,-0.1147,0.0164,1.0212,0.1527,0.4504,0.5878,,0.02,2.0839427,
14.665,-0.1162,0.012,1.0259,0.1603,0.4656,0.6489,,0.02,2.0871487,
14.685,-0.1189,0.0137,1.0176,0.2366,0.542,0.626,,0.02,2.0918807,
14.705,-0.1199,0.0154,1.0183,0.145,0.5267,0.5878,,0.02,2.0947807,
14.725,-0.1165,0.0166,1.0188,0.1679,0.5267,0.6107,,0.02,2.0981387,
14.745,-0.1172,0.0127,1.0168,0.1221,0.5802,0.5725,,0.02,2.1005807,
14.765,-0.1177,0.0154,1.0254,0.0763,0.5115,0.626,,0.02,2.1021067,
14.785,-0.1191,0.0173,1.0215,0.1832,0.6565,0.5496,,0.021,2.1059539,
14.806,-0.1196,0.0146,1.0232,0.1756,0.5878,0.5802,,0.019,2.1092903,
14.825,-0.124,0.0171,1.0269,0.1527,0.6718,0.6718,,0.02,2.1123443,
14.845,-0.1133,0.0186,1.0227,0.1527,0.5191,0.6031,,0.02,2.1153983,
14.865,-0.116,0.0151,1.0227,0.0763,0.4122,0.6412,,0.02,2.1169243,
14.885,-0.1194,0.0181,1.0203,0.1145,0.4733,0.5954,,0.02,2.1192143,
14.905,-0.1196,0.0098,1.0178,0.0763,0.5802,0.5496,,0.02,2.1207403,
14.925,-0.1196,0.0142,1.0183,0.2061,0.5878,0.6489,,0.02,2.1248623,
14.945,-0.1189,0.0132,1.0251,0.1221,0.5038,0.626,,0.02,2.1273043,
14.965,-0.1182,0.0129,1.0261,0.2137,0.5191,0.6183,,0.02,2.1315783,
14.985,-0.1211,0.0156,1.0217,0.0992,0.458,0.7328,,0.02,2.1335623,
15.005,-0.1157,0.0166,1.0269,0.145,0.5038,0.6412,,0.02,2.1364623,
15.025,-0.1125,0.02,1.0208,0.084,0.6031,0.6183,,0.02,2.1381423,
15.045,-0.114,0.0181,1.0251,0.1679,0.5038,0.626,,0.02,2.1415003,
15.065,-0.1167,0.0168,1.0129,0.1908,0.6107,0.6718,,0.02,2.1453163,
15.085,-0.1155,0.0149,1.0227,0.1603,0.5115,0.5496,,0.02,2.1485223,
15.105,-0.115,0.0186,1.0188,0.2443,0.6183,0.6412,,0.02,2.1534083,
15.125,-0.1196,0.0195,1.0195,0.1221,0.626,0.5878,,0.02,2.1558503,
15.145,-0.1204,0.0188,1.0217,0.145,0.4504,0.4809,,0.02,2.1587503,
15.165,-0.1179,0.0142,1.0205,0.1298,0.4809,0.6183,,0.02,2.1613463,
15.185,-0.1155,0.0149,1.0203,0.145,0.4427,0.5191,,0.02,2.1642463,
15.205,-0.1182,0.0125,1.0225,0.0992,0.5573,0.6183,,0.02,2.1662303,
15.225,-0.1189,0.0112,1.0225,0.1908,0.5267,0.5878,,0.02,2.1700463,
15.245,-0.1174,0.0115,1.022,0.229,0.5496,0.5344,,0.02,2.1746263,
15.265,-0.1211,0.0176,1.0239,0.1603,0.5496,0.5954,,0.02,2.1778323,
15.285,-0.1208,0.0151,1.0222,0.1756,0.542,0.5115,,0.02,2.1813443,
15.305,-0.1162,0.0132,1.0237,0.1527,0.4198,0.5954,,0.02,2.1843983,
15.325,-0.1169,0.0188,1.0186,0.145,0.6565,0.5573,,0.02,2.1872983,
15.345,-0.1172,0.0195,1.0271,0.1221,0.5649,0.6031,,0.02,2.1897403,
15.365,-0.1174,0.0176,1.0229,0.1756,0.4809,0.6336,,0.02,2.1932523,
15.385,-0.116,0.0183,1.0193,0.1679,0.5878,0.6489,,0.02,2.1966103,
15.405,-0.1196,0.0176,1.0205,0.1985,0.5725,0.5802,,0.02,2.2005803,
15.425,-0.1177,0.0139,1.019,0.145,0.5954,0.6565,,0.021,2.2036253,
15.446,-0.1165,0.0151,1.0181,0.1298,0.5191,0.4885,,0.019,2.2060915,
15.465,-0.1189,0.0134,1.0239,0.1832,0.4656,0.5878,,0.02,2.2097555,
15.485,-0.1179,0.0134,1.0242,0.1374,0.4962,0.6107,,0.02,2.2125035,
15.505,-0.1169,0.0183,1.0225,0.1069,0.4656,0.6412,,0.02,2.2146415,
15.525,-0.1167,0.011,1.0225,0.0687,0.542,0.5191,,0.02,2.2160155,
15.545,-0.1201,0.0149,1.022,0.2137,0.4962,0.5344,,0.02,2.2202895,
15.565,-0.1194,0.0164,1.0168,0.1069,0.6183,0.5649,,0.02,2.2224275,
15.585,-0.1196,0.0181,1.0198,0.2137,0.5649,0.6183,,0.02,2.2267015,
15.605,-0.1179,0.0146,1.0188,0.2061,0.5344,0.6336,,0.02,2.2308235,
15.625,-0.1196,0.0217,1.0166,0.1069,0.458,0.6183,,0.02,2.2329615,
15.645,-0.1118,0.0173,1.0178,0.1527,0.5725,0.7023,,0.02,2.2360155,
15.665,-0.1145,0.0156,1.0225,0.1679,0.5191,0.6565,,0.02,2.2393735,
15.685,-0.1201,0.0181,1.0193,0.0916,0.4962,0.5878,,0.02,2.2412055,
15.705,-0.1187,0.0144,1.0269,0.145,0.6565,0.6031,,0.02,2.2441055,
15.725,-0.1162,0.0125,1.0171,0.0763,0.6794,0.626,,0.02,2.2456315,
15.745,-0.1216,0.0149,1.0237,0.1527,0.5038,0.6336,,0.02,2.2486855,
15.765,-0.1145,0.0168,1.0217,0.1527,0.5496,0.6412,,0.02,2.2517395,
15.785,-0.1157,0.0166,1.0181,0.1527,0.5344,0.5954,,0.02,2.2547935,
15.805,-0.1169,0.011,1.0256,0.0382,0.5725,0.5878,,0.02,2.2555575,
15.825,-0.1147,0.0161,1.0247,0.1527,0.5649,0.5802,,0.02,2.2586115,
15.845,-0.1194,0.0178,1.021,0.1298,0.5496,0.542,,0.02,2.2612075,
15.865,-0.1206,0.0188,1.0198,0.1298,0.7099,0.6412,,0.02,2.2638035,
15.885,-0.1165,0.0183,1.0208,0.145,0.6183,0.6565,,0.02,2.2667035,
15.905,-0.1167,0.0139,1.0181,0.0992,0.542,0.5649,,0.02,2.2686875,
15.925,-0.115,0.0156,1.0239,0.145,0.4427,0.626,,0.02,2.2715875,
15.945,-0.1143,0.0142,1.0193,0.1069,0.6183,0.5344,,0.02,2.2737255,
15.965,-0.1167,0.0173,1.0227,0.1221,0.5878,0.5344,,0.02,2.2761675,
15.985,-0.1155,0.0137,1.0173,0.1908,0.5496,0.5954,,0.02,2.2799835,
16.005,-0.1206,0.0139,1.0217,0.0916,0.5344,0.6336,,0.02,2.2818155,
16.025,-0.1199,0.0112,1.0215,0.0611,0.458,0.5954,,0.02,2.2830375,
16.045,-0.1133,0.0142,1.0229,0.1985,0.5802,0.5725,,0.02,2.2870075,
16.065,-0.1179,0.0132,1.021,0.084,0.5573,0.5115,,0.021,2.2887715,
16.086,-0.1167,0.0178,1.0146,0.1145,0.5878,0.6336,,0.019,2.290947,
16.105,-0.1167,0.0168,1.0215,0.1985,0.5191,0.5725,,0.02,2.294917,
16.125,-0.1169,0.0154,1.0229,0.1985,0.6336,0.6031,,0.02,2.298887,
16.145,-0.1196,0.0146,1.022,0.1527,0.5267,0.5954,,0.02,2.301941,
16.165,-0.1152,0.0171,1.0239,0.1679,0.5954,0.5954,,0.02,2.305299,
16.185,-0.1177,0.0164,1.0217,0.145,0.542,0.5649,,0.02,2.308199,
16.205,-0.1204,0.0134,1.0217,0.0916,0.5496,0.5725,,0.02,2.310031,
16.225,-0.1189,0.0176,1.0154,0.145,0.6031,0.6183,,0.02,2.312931,
16.245,-0.1169,0.0168,1.0188,0.0458,0.5802,0.6183,,0.02,2.313847,
16.265,-0.1167,0.0178,1.0244,0.1374,0.5725,0.5573,,0.02,2.316595,
16.285,-0.1162,0.0115,1.0164,0.1527,0.5496,0.6031,,0.02,2.319649,
16.305,-0.1179,0.0112,1.0193,0.1603,0.4885,0.6947,,0.02,2.322855,
16.325,-0.1145,0.0142,1.0264,0.1298,0.542,0.6031,,0.02,2.325451,
16.345,-0.1169,0.0151,1.0215,0.1756,0.5878,0.5496,,0.02,2.328963,
16.365,-0.1169,0.0142,1.0198,0.1221,0.5496,0.5802,,0.02,2.331405,
16.385,-0.1182,0.0127,1.0173,0.1756,0.6031,0.6718,,0.02,2.334917,
16.405,-0.1187,0.0134,1.021,0.145,0.6336,0.542,,0.02,2.337817,
16.425,-0.1167,0.0151,1.0227,0.084,0.7099,0.7023,,0.02,2.339497,
16.445,-0.1167,0.0188,1.021,0.0611,0.5267,0.6718,,0.02,2.340719,
16.465,-0.1143,0.0186,1.021,0.1679,0.6031,0.6412,,0.02,2.344077,
16.485,-0.113,0.0166,1.0249,0.0687,0.626,0.626,,0.02,2.345451,
16.505,-0.1216,0.0164,1.0251,0.0992,0.5038,0.6107,,0.02,2.347435,
16.525,-0.1211,0.0188,1.0242,0.0687,0.5344,0.5725,,0.02,2.348809,
16.545,-0.1165,0.0149,1.0232,0.1908,0.4656,0.6107,,0.02,2.352625,
16.565,-0.1194,0.0122,1.0198,0.1527,0.6412,0.542,,0.02,2.355679,
16.585,-0.114,0.0085,1.0237,0.1221,0.5496,0.5573,,0.02,2.358121,
16.605,-0.1165,0.0112,1.0234,0.1374,0.5496,0.6107,,0.02,2.360869,
16.625,-0.1191,0.0146,1.0232,0.1756,0.5496,0.6489,,0.02,2.364381,
16.645,-0.1167,0.0122,1.0149,0.1069,0.6031,0.6336,,0.02,2.366519,
16.665,-0.1157,0.0183,1.0188,0.1374,0.5496,0.6412,,0.02,2.369267,
16.685,-0.115,0.0195,1.019,0.0916,0.5725,0.5802,,0.02,2.371099,
16.705,-0.1143,0.0225,1.0205,0.1527,0.5649,0.5954,,0.021,2.3743057,
16.726,-0.1194,0.019,1.0195,0.1832,0.4809,0.5725,,0.019,2.3777865,
16.745,-0.1167,0.02,1.0225,0.084,0.4504,0.6641,,0.02,2.3794665,
16.765,-0.114,0.0186,1.019,0.1527,0.5649,0.6336,,0.02,2.3825205,
16.785,-0.1116,0.0122,1.0186,0.2824,0.6031,0.6031,,0.02,2.3881685,
16.805,-0.1199,0.0142,1.0188,0.1985,0.5649,0.6489,,0.02,2.3921385,
16.825,-0.1182,0.0107,1.022,0.2214,0.626,0.6031,,0.02,2.3965665,
16.845,-0.1196,0.0107,1.0225,0.1832,0.5344,0.6107,,0.02,2.4002305,
16.865,-0.1147,0.0085,1.0229,0.0763,0.4656,0.5115,,0.02,2.4017565,
16.885,-0.1165,0.0098,1.0239,0.1985,0.6412,0.5954,,0.02,2.4057265,
16.905,-0.1187,0.0127,1.0154,0.1603,0.6336,0.5802,,0.02,2.4089325,
16.925,-0.1174,0.019,1.0164,0.2214,0.5115,0.6336,,0.02,2.4133605,
16.945,-0.1194,0.0205,1.0264,0.1603,0.6336,0.6794,,0.02,2.4165665,
16.965,-0.1194,0.0188,1.02,0.145,0.6718,0.5878,,0.02,2.4194665,
16.985,-0.1165,0.0234,1.0283,0.2366,0.5191,0.6718,,0.02,2.4241985,
17.005,-0.1143,0.0205,1.0232,0.1679,0.542,0.5573,,0.02,2.4275565,
17.025,-0.1177,0.0161,1.0269,0.1603,0.542,0.5573,,0.02,2.4307625,
17.045,-0.1177,0.0149,1.02,0.1908,0.5038,0.5802,,0.02,2.4345785,
17.065,-0.1165,0.0125,1.0227,0.084,0.6794,0.6489,,0.02,2.4362585,
17.085,-0.1177,0.01,1.0232,0.145,0.5038,0.5878,,0.02,2.4391585,
17.105,-0.1191,0.0137,1.0193,0.1527,0.6565,0.687,,0.02,2.4422125,
17.125,-0.1145,0.0105,1.0244,0.2061,0.4962,0.6489,,0.02,2.4463345,
17.145,-0.1196,0.0142,1.0193,0.1603,0.7634,0.5496,,0.02,2.4495405,
17.165,-0.1116,0.0142,1.0227,0.1298,0.6031,0.5802,,0.02,2.4521365,
17.185,-0.1177,0.0151,1.0198,0.0992,0.6107,0.4427,,0.02,2.4541205,
17.205,-0.1187,0.0208,1.0215,0.2137,0.5344,0.5573,,0.02,2.4583945,
17.225,-0.1169,0.0188,1.0254,0.0916,0.4885,0.6794,,0.02,2.4602265,
17.245,-0.1145,0.0171,1.0217,0.0916,0.458,0.626,,0.02,2.4620585,
17.265,-0.1152,0.019,1.0176,0.1908,0.5802,0.5496,,0.02,2.4658745,
17.285,-0.1194,0.0198,1.0232,0.1298,0.5267,0.5344,,0.02,2.4684705,
17.305,-0.1177,0.0164,1.0217,0.1527,0.4733,0.6794,,0.02,2.4715245,
17.325,-0.1174,0.012,1.0181,0.0916,0.4885,0.6641,,0.02,2.4733565,
17.345,-0.1138,0.0103,1.0222,0.1908,0.5649,0.6336,,0.021,2.4773633,
17.366,-0.1172,0.0122,1.0203,0.1221,0.542,0.6183,,0.019,2.4796832,
17.385,-0.1191,0.0156,1.0229,0.2214,0.5954,0.6183,,0.02,2.4841112,
17.405,-0.1179,0.0132,1.0181,0.1756,0.6489,0.5649,,0.02,2.4876232,
17.425,-0.115,0.0144,1.0166,0.1603,0.5115,0.5954,,0.02,2.4908292,
17.445,-0.1194,0.0183,1.0215,0.0305,0.458,0.7099,,0.02,2.4914392,
17.465,-0.1162,0.0144,1.0203,0.1527,0.5878,0.6183,,0.02,2.4944932,
17.485,-0.1155,0.0173,1.019,0.1374,0.542,0.6107,,0.02,2.4972412,
17.505,-0.1182,0.0205,1.0193,0.1679,0.4962,0.6412,,0.02,2.5005992,
17.525,-0.1165,0.0193,1.0205,0.0916,0.5878,0.5573,,0.02,2.5024312,
17.545,-0.1204,0.0178,1.0183,0.1145,0.5954,0.6718,,0.02,2.5047212,
17.565,-0.1189,0.0183,1.0229,0.1908,0.6794,0.626,,0.02,2.5085372,
17.585,-0.1187,0.011,1.0164,0.1756,0.5954,0.542,,0.02,2.5120492,
17.605,-0.116,0.0122,1.0232,0.1679,0.5802,0.5725,,0.02,2.5154072,
17.625,-0.1135,0.0083,1.0244,0.145,0.4885,0.6489,,0.02,2.5183072,
17.645,-0.1187,0.0149,1.0171,0.1756,0.542,0.7252,,0.02,2.5218192,
17.665,-0.1194,0.0195,1.0215,0.145,0.5649,0.6565,,0.02,2.5247192,
17.685,-0.1233,0.011,1.0195,0.1679,0.6107,0.5802,,0.02,2.5280772,
17.705,-0.1191,0.0181,1.0249,0.1298,0.5573,0.6412,,0.02,2.5306732,
17.725,-0.1152,0.0144,1.0251,0.1298,0.542,0.6565,,0.02,2.5332692,
17.745,-0.1169,0.0176,1.0261,0.1221,0.5573,0.5954,,0.02,2.5357112,
17.765,-0.1172,0.0225,1.0183,0.1832,0.4427,0.6794,,0.02,2.5393752,
17.785,-0.1182,0.0181,1.0232,0.1527,0.5267,0.7099,,0.02,2.5424292,
17.805,-0.1179,0.0168,1.0193,0.1908,0.5496,0.5954,,0.02,2.5462452,
17.825,-0.1157,0.0181,1.0203,0.1298,0.542,0.6031,,0.02,2.5488412,
17.845,-0.1189,0.02,1.0205,0.1069,0.5573,0.5802,,0.02,2.5509792,
17.865,-0.1213,0.0085,1.0242,0.2214,0.5878,0.5954,,0.02,2.5554072,
17.885,-0.1189,0.0112,1.0205,0.1908,0.5191,0.5954,,0.02,2.5592232,
17.905,-0.1199,0.0093,1.0254,0.1908,0.5191,0.5725,,0.02,2.5630392,
17.925,-0.1167,0.0105,1.0215,0.1069,0.4656,0.6107,,0.02,2.5651772,
17.945,-0.1135,0.0112,1.0198,0.084,0.5802,0.5802,,0.02,2.5668572,
17.965,-0.1152,0.0137,1.0203,0.1527,0.5191,0.6336,,0.02,2.5699112,
17.985,-0.1162,0.012,1.0251,0.2214,0.5115,0.6412,,0.021,2.5745606,
18.006,-0.1165,0.0161,1.0188,0.2137,0.6641,0.626,,0.019,2.5786209,
18.025,-0.1213,0.0198,1.0254,0.1374,0.5878,0.5267,,0.02,2.5813689,
18.045,-0.1194,0.0232,1.0283,0.1221,0.5954,0.6641,,0.02,2.5838109,
18.065,-0.1145,0.02,1.0212,0.1832,0.5954,0.5649,,0.02,2.5874749,
18.085,-0.1174,0.0215,1.0198,0.1832,0.4351,0.6336,,0.02,2.5911389,
18.105,-0.1143,0.0188,1.0247,0.1221,0.4962,0.5725,,0.02,2.5935809,
18.125,-0.1165,0.0156,1.0251,0.0763,0.5802,0.6794,,0.02,2.5951069,
18.145,-0.115,0.0161,1.0217,0.0534,0.5344,0.542,,0.02,2.5961749,
18.165,-0.114,0.0107,1.0205,0.1603,0.4809,0.6641,,0.02,2.5993809,
18.185,-0.1143,0.0105,1.0227,0.2061,0.5267,0.6336,,0.02,2.6035029,
18.205,-0.1165,0.0115,1.0217,0.1298,0.458,0.5573,,0.02,2.6060989,
18.225,-0.1199,0.0122,1.0188,0.1298,0.5954,0.6336,,0.02,2.6086949,
18.245,-0.1194,0.0146,1.0181,0.1145,0.5191,0.6412,,0.02,2.6109849,
18.265,-0.1145,0.0193,1.0173,0.1069,0.5267,0.6718,,0.02,2.6131229,
18.285,-0.1133,0.0154,1.0225,0.0763,0.6565,0.626,,0.02,2.6146489,
18.305,-0.1128,0.0186,1.0156,0.1756,0.6336,0.6336,,0.02,2.6181609,
18.325,-0.1177,0.0173,1.0186,0.0992,0.5649,0.6489,,0.02,2.6201449,
18.345,-0.1157,0.0159,1.0168,0.2214,0.5649,0.6107,,0.02,2.6245729,
18.365,-0.1174,0.0178,1.0212,0.2137,0.4504,0.6183,,0.02,2.6288469,
18.385,-0.1196,0.0142,1.0212,0.1908,0.5267,0.5802,,0.02,2.6326629,
18.405,-0.1165,0.0139,1.0139,0.1679,0.542,0.6336,,0.02,2.6360209,
18.425,-0.1184,0.0134,1.0247,0.1221,0.4198,0.5649,,0.02,2.6384629,
18.445,-0.1167,0.0139,1.0244,0.084,0.6031,0.5725,,0.02,2.6401429,
18.465,-0.1167,0.0117,1.0139,0.2137,0.6565,0.6183,,0.02,2.6444169,
18.485,-0.1167,0.0166,1.021,0.0992,0.5802,0.6183,,0.02,2.6464009,
18.505,-0.1172,0.0107,1.0208,0.1832,0.6107,0.626,,0.02,2.6500649,
18.525,-0.114,0.0156,1.0244,0.2748,0.542,0.5496,,0.02,2.6555609,
18.545,-0.1182,0.0137,1.0312,0.084,0.5344,0.6107,,0.02,2.6572409,
18.565,-0.1187,0.0166,1.0178,0.0916,0.5573,0.5496,,0.02,2.6590729,
18.585,-0.1189,0.0168,1.0188,0.1603,0.5115,0.6107,,0.02,2.6622789,
18.605,-0.1152,0.0188,1.0212,0.1221,0.4504,0.7176,,0.02,2.6647209,
18.625,-0.1165,0.0198,1.0193,0.1679,0.5267,0.626,,0.021,2.6682468,
18.646,-0.1177,0.02,1.022,0.0611,0.5954,0.6031,,0.019,2.6694077,
18.665,-0.1157,0.0171,1.0256,0.1832,0.6718,0.6183,,0.02,2.6730717,
18.685,-0.1179,0.0144,1.0234,0.145,0.6489,0.4885,,0.02,2.6759717,
18.705,-0.1172,0.0137,1.0176,0.1527,0.5573,0.687,,0.02,2.6790257,
18.725,-0.1152,0.0146,1.0198,0.1069,0.4962,0.5878,,0.02,2.6811637,
18.745,-0.1191,0.0132,1.0222,0.1908,0.5649,0.626,,0.02,2.6849797,
18.765,-0.1165,0.0132,1.0188,0.1527,0.5878,0.5267,,0.02,2.6880337,
18.785,-0.1169,0.0161,1.0188,0.1603,0.4733,0.6489,,0.02,2.6912397,
18.805,-0.116,0.0132,1.0215,0.145,0.542,0.5496,,0.02,2.6941397,
18.825,-0.1194,0.0159,1.0203,0.1374,0.6412,0.6489,,0.02,2.6968877,
18.845,-0.1157,0.0164,1.0234,0.1374,0.4809,0.6107,,0.02,2.6996357,
18.865,-0.1177,0.0156,1.0266,0.0763,0.458,0.6412,,0.02,2.7011617,
18.885,-0.1182,0.0159,1.0249,0.084,0.5649,0.6565,,0.02,2.7028417,
18.905,-0.116,0.0159,1.0193,0.1527,0.4962,0.542,,0.02,2.7058957,
18.925,-0.1199,0.0161,1.0166,0.2137,0.5038,0.5802,,0.02,2.7101697,
18.945,-0.1201,0.0144,1.0154,0.145,0.5954,0.6107,,0.02,2.7130697,
18.965,-0.1157,0.0149,1.0203,0.145,0.626,0.6641,,0.02,2.7159697,
18.985,-0.1177,0.0151,1.0242,0.1374,0.5267,0.687,,0.02,2.7187177,
19.005,-0.1155,0.0117,1.0242,0.1908,0.5191,0.5725,,0.02,2.7225337,
19.025,-0.1177,0.0154,1.0156,0.145,0.4962,0.5649,,0.02,2.7254337,
19.045,-0.1179,0.0166,1.02,0.2061,0.5802,0.5573,,0.02,2.7295557,
19.065,-0.1133,0.0142,1.0198,0.084,0.3969,0.5344,,0.02,2.7312357,
19.085,-0.1147,0.0154,1.0273,0.1603,0.687,0.6031,,0.02,2.7344417,
19.105,-0.1155,0.0156,1.022,0.1298,0.6031,0.5954,,0.02,2.7370377,
19.125,-0.1143,0.0195,1.0176,0.1603,0.5115,0.6565,,0.02,2.7402437,
19.145,-0.1177,0.0168,1.0151,0.2443,0.5115,0.5496,,0.02,2.7451297,
19.165,-0.115,0.0178,1.0171,0.1527,0.542,0.5649,,0.02,2.7481837,
